hospital_id,hour,weekday,patient_count,emergency_count,wait_minutes
st_marys,12,2,38,7,14
metrocare,12,2,23,2,9
govt_hospital,12,2,20,3,2
city_general,13,2,13,0,10
st_marys,13,2,25,2,7
metrocare,13,2,13,1,6
govt_hospital,13,2,30,4,12
city_general,14,2,14,0,5
st_marys,14,2,28,0,1
metrocare,14,2,29,1,11
govt_hospital,14,2,28,10,11
city_general,15,2,34,4,4
st_marys,15,2,5,1,2
metrocare,15,2,27,6,8
govt_hospital,15,2,22,5,5
city_general,16,2,10,1,10
st_marys,16,2,18,5,9
metrocare,16,2,33,4,10
govt_hospital,16,2,24,4,0
city_general,17,2,75,14,15
st_marys,17,2,72,11,9
metrocare,17,2,71,8,15
govt_hospital,17,2,59,7,5
city_general,18,2,68,13,9
st_marys,18,2,67,9,9
metrocare,18,2,48,9,7
govt_hospital,18,2,70,9,15
city_general,19,2,80,8,19
st_marys,19,2,75,9,9
metrocare,19,2,52,9,9
govt_hospital,19,2,83,17,14
city_general,20,2,55,12,10
st_marys,20,2,58,11,5
metrocare,20,2,67,12,14
govt_hospital,20,2,80,10,11
city_general,21,2,10,1,10
st_marys,21,2,22,5,5
metrocare,21,2,26,1,3
govt_hospital,21,2,22,5,4
city_general,22,2,10,5,3
st_marys,22,2,10,0,3
metrocare,22,2,18,0,4
govt_hospital,22,2,11,0,10
city_general,23,2,10,2,10
st_marys,23,2,20,1,4
metrocare,23,2,16,1,0
govt_hospital,23,2,34,7,10
city_general,0,3,28,4,12
st_marys,0,3,9,3,3
metrocare,0,3,15,0,1
govt_hospital,0,3,30,1,11
city_general,1,3,15,3,0
st_marys,1,3,20,2,0
metrocare,1,3,2,5,5
govt_hospital,1,3,30,4,6
city_general,2,3,33,5,5
st_marys,2,3,22,6,3
metrocare,2,3,15,3,11
govt_hospital,2,3,3,6,5
city_general,3,3,17,0,3
st_marys,3,3,1,2,3
metrocare,3,3,8,2,5
govt_hospital,3,3,14,4,10
city_general,4,3,26,4,12
st_marys,4,3,34,2,12
metrocare,4,3,5,0,7
govt_hospital,4,3,21,1,6
city_general,5,3,32,1,4
st_marys,5,3,14,4,4
metrocare,5,3,15,5,6
govt_hospital,5,3,9,1,6
city_general,6,3,16,0,5
st_marys,6,3,17,0,13
metrocare,6,3,34,7,10
govt_hospital,6,3,14,3,4
city_general,7,3,26,2,6
st_marys,7,3,24,5,1
metrocare,7,3,23,3,6
govt_hospital,7,3,12,2,3
city_general,8,3,59,11,10
st_marys,8,3,55,9,6
metrocare,8,3,57,8,4
govt_hospital,8,3,60,5,10
city_general,9,3,50,8,9
st_marys,9,3,58,6,15
metrocare,9,3,47,9,9
govt_hospital,9,3,65,11,12
city_general,10,3,60,10,14
st_marys,10,3,56,6,7
metrocare,10,3,80,12,7
govt_hospital,10,3,56,6,16
city_general,11,3,70,12,16
st_marys,11,3,57,6,10
metrocare,11,3,82,10,16
govt_hospital,11,3,50,4,2
city_general,12,3,21,3,15
st_marys,12,3,37,0,6
metrocare,12,3,5,2,3
govt_hospital,12,3,19,1,9
city_general,13,3,17,1,13
st_marys,13,3,10,5,8
metrocare,13,3,16,4,8
govt_hospital,13,3,27,0,6
city_general,14,3,2,0,11
st_marys,14,3,25,2,13
metrocare,14,3,32,6,4
govt_hospital,14,3,30,1,12
city_general,15,3,17,2,5
st_marys,15,3,39,4,12
metrocare,15,3,27,0,1
govt_hospital,15,3,27,2,8
city_general,16,3,25,1,2
st_marys,16,3,26,3,9
metrocare,16,3,27,3,10
govt_hospital,16,3,21,3,7
city_general,17,3,75,7,10
st_marys,17,3,70,12,7
metrocare,17,3,70,9,10
govt_hospital,17,3,67,5,17
city_general,18,3,79,13,6
st_marys,18,3,83,13,7
metrocare,18,3,92,16,14
govt_hospital,18,3,58,16,12
city_general,19,3,83,14,12
st_marys,19,3,80,12,14
metrocare,19,3,68,11,6
govt_hospital,19,3,80,17,3
city_general,20,3,67,2,10
st_marys,20,3,70,10,11
metrocare,20,3,58,11,14
govt_hospital,20,3,59,5,16
city_general,21,3,10,0,0
st_marys,21,3,3,0,7
metrocare,21,3,8,0,4
govt_hospital,21,3,7,3,0
city_general,22,3,26,1,12
st_marys,22,3,33,1,12
metrocare,22,3,28,6,13
govt_hospital,22,3,30,6,4
city_general,23,3,27,4,3
st_marys,23,3,6,0,0
metrocare,23,3,22,0,2
govt_hospital,23,3,9,0,7
city_general,0,4,23,3,3
st_marys,0,4,1,0,4
metrocare,0,4,22,4,0
govt_hospital,0,4,15,2,8
city_general,1,4,16,5,9
st_marys,1,4,19,1,8
metrocare,1,4,25,5,7
govt_hospital,1,4,11,0,7
city_general,2,4,27,2,10
st_marys,2,4,1,0,4
metrocare,2,4,23,4,4
govt_hospital,2,4,20,2,5
city_general,3,4,14,4,9
st_marys,3,4,8,4,8
metrocare,3,4,14,3,5
govt_hospital,3,4,25,0,2
city_general,4,4,30,0,1
st_marys,4,4,19,2,6
metrocare,4,4,17,3,8
govt_hospital,4,4,31,7,5
city_general,5,4,8,0,5
st_marys,5,4,29,8,10
metrocare,5,4,25,3,3
govt_hospital,5,4,19,1,4
city_general,6,4,14,1,7
st_marys,6,4,16,2,8
metrocare,6,4,15,5,2
govt_hospital,6,4,22,3,4
city_general,7,4,11,2,10
st_marys,7,4,26,1,15
metrocare,7,4,15,0,7
govt_hospital,7,4,20,0,7
city_general,8,4,28,6,9
st_marys,8,4,64,8,18
metrocare,8,4,45,4,8
govt_hospital,8,4,57,9,11
city_general,9,4,67,10,9
st_marys,9,4,74,16,12
metrocare,9,4,62,9,4
govt_hospital,9,4,63,10,7
city_general,10,4,55,5,11
st_marys,10,4,46,9,8
metrocare,10,4,61,6,9
govt_hospital,10,4,59,7,13
city_general,11,4,56,11,5
st_marys,11,4,52,8,14
metrocare,11,4,75,10,11
govt_hospital,11,4,44,5,13
city_general,12,4,14,0,4
st_marys,12,4,9,0,4
metrocare,12,4,13,2,11
govt_hospital,12,4,15,0,13
city_general,13,4,24,6,11
st_marys,13,4,27,4,10
metrocare,13,4,27,8,6
govt_hospital,13,4,11,0,4
city_general,14,4,29,5,0
st_marys,14,4,8,0,11
metrocare,14,4,26,11,8
govt_hospital,14,4,29,5,6
city_general,15,4,14,0,5
st_marys,15,4,44,5,8
metrocare,15,4,27,5,14
govt_hospital,15,4,31,1,3
city_general,16,4,1,1,5
st_marys,16,4,37,7,10
metrocare,16,4,1,0,2
govt_hospital,16,4,22,5,19
city_general,17,4,62,2,14
st_marys,17,4,56,7,15
metrocare,17,4,70,11,9
govt_hospital,17,4,63,13,9
city_general,18,4,72,10,8
st_marys,18,4,70,11,6
metrocare,18,4,75,7,13
govt_hospital,18,4,74,13,15
city_general,19,4,78,12,8
st_marys,19,4,71,12,15
metrocare,19,4,59,14,7
govt_hospital,19,4,62,6,11
city_general,20,4,74,6,13
st_marys,20,4,68,10,14
metrocare,20,4,55,9,9
govt_hospital,20,4,76,9,15
city_general,21,4,20,7,5
st_marys,21,4,40,9,14
metrocare,21,4,19,2,7
govt_hospital,21,4,14,3,8
city_general,22,4,9,3,1
st_marys,22,4,27,4,7
metrocare,22,4,22,0,7
govt_hospital,22,4,17,2,9
city_general,23,4,25,3,-3
st_marys,23,4,7,5,3
metrocare,23,4,11,0,4
govt_hospital,23,4,29,4,9
city_general,0,5,25,5,20
st_marys,0,5,10,1,7
metrocare,0,5,26,10,10
govt_hospital,0,5,1,0,8
city_general,1,5,16,0,0
st_marys,1,5,18,6,6
metrocare,1,5,1,2,6
govt_hospital,1,5,20,1,0
city_general,2,5,10,0,6
st_marys,2,5,18,0,3
metrocare,2,5,1,2,-1
govt_hospital,2,5,10,0,16
city_general,3,5,6,4,1
st_marys,3,5,27,4,13
metrocare,3,5,18,7,9
govt_hospital,3,5,7,1,9
city_general,4,5,12,4,2
st_marys,4,5,21,6,6
metrocare,4,5,15,5,7
govt_hospital,4,5,1,0,-3
city_general,5,5,5,0,0
st_marys,5,5,20,1,6
metrocare,5,5,16,0,8
govt_hospital,5,5,20,3,9
city_general,6,5,24,7,6
st_marys,6,5,2,0,0
metrocare,6,5,21,4,3
govt_hospital,6,5,5,5,0
city_general,7,5,8,1,3
st_marys,7,5,10,4,6
metrocare,7,5,2,0,9
govt_hospital,7,5,27,5,7
city_general,8,5,43,6,1
st_marys,8,5,46,7,15
metrocare,8,5,40,6,7
govt_hospital,8,5,64,12,14
city_general,9,5,39,4,5
st_marys,9,5,30,5,8
metrocare,9,5,48,12,7
govt_hospital,9,5,53,11,8
city_general,10,5,58,6,7
st_marys,10,5,43,10,11
metrocare,10,5,59,8,17
govt_hospital,10,5,21,0,8
city_general,11,5,29,4,8
st_marys,11,5,54,10,4
metrocare,11,5,50,12,16
govt_hospital,11,5,43,3,10
city_general,12,5,24,5,8
st_marys,12,5,5,0,1
metrocare,12,5,13,0,7
govt_hospital,12,5,1,1,9
city_general,13,5,18,1,5
st_marys,13,5,1,0,3
metrocare,13,5,23,1,8
govt_hospital,13,5,1,1,9
city_general,14,5,7,0,1
st_marys,14,5,5,0,4
metrocare,14,5,3,0,5
govt_hospital,14,5,24,5,1
city_general,15,5,16,3,9
st_marys,15,5,8,0,11
metrocare,15,5,21,1,7
govt_hospital,15,5,6,1,4
city_general,16,5,22,0,13
st_marys,16,5,20,1,11
metrocare,16,5,1,2,9
govt_hospital,16,5,15,3,5
city_general,17,5,60,6,16
st_marys,17,5,40,4,8
metrocare,17,5,53,12,7
govt_hospital,17,5,52,11,7
city_general,18,5,67,11,8
st_marys,18,5,48,7,7
metrocare,18,5,43,6,12
govt_hospital,18,5,33,5,8
city_general,19,5,62,10,0
st_marys,19,5,44,4,7
metrocare,19,5,61,8,8
govt_hospital,19,5,46,9,19
city_general,20,5,51,9,9
st_marys,20,5,57,9,10
metrocare,20,5,52,4,10
govt_hospital,20,5,23,4,1
city_general,21,5,18,1,5
st_marys,21,5,10,3,3
metrocare,21,5,25,5,13
govt_hospital,21,5,16,3,9
city_general,22,5,22,4,-7
st_marys,22,5,1,1,1
metrocare,22,5,19,0,8
govt_hospital,22,5,8,0,7
city_general,23,5,10,3,6
st_marys,23,5,16,4,3
metrocare,23,5,16,0,5
govt_hospital,23,5,28,0,1
city_general,0,6,23,6,1
st_marys,0,6,9,0,12
metrocare,0,6,16,0,11
govt_hospital,0,6,27,2,8
city_general,1,6,6,0,6
st_marys,1,6,14,3,11
metrocare,1,6,17,1,7
govt_hospital,1,6,35,0,2
city_general,2,6,1,1,6
st_marys,2,6,1,0,4
metrocare,2,6,24,5,15
govt_hospital,2,6,8,0,9
city_general,3,6,21,3,10
st_marys,3,6,5,5,7
metrocare,3,6,21,3,8
govt_hospital,3,6,17,4,6
city_general,4,6,3,2,5
st_marys,4,6,10,0,-1
metrocare,4,6,21,6,10
govt_hospital,4,6,23,5,9
city_general,5,6,7,0,12
st_marys,5,6,10,0,7
metrocare,5,6,7,0,3
govt_hospital,5,6,14,2,12
city_general,6,6,9,3,3
st_marys,6,6,1,0,5
metrocare,6,6,1,0,7
govt_hospital,6,6,1,0,6
city_general,7,6,10,2,-1
st_marys,7,6,14,3,8
metrocare,7,6,10,0,4
govt_hospital,7,6,1,1,5
city_general,8,6,27,2,9
st_marys,8,6,48,11,12
metrocare,8,6,24,1,1
govt_hospital,8,6,57,8,13
city_general,9,6,44,6,9
st_marys,9,6,45,7,18
metrocare,9,6,36,0,11
govt_hospital,9,6,46,13,10
city_general,10,6,23,6,7
st_marys,10,6,36,6,8
metrocare,10,6,55,10,3
govt_hospital,10,6,43,3,10
city_general,11,6,33,0,11
st_marys,11,6,45,14,0
metrocare,11,6,38,4,10
govt_hospital,11,6,31,0,6
city_general,12,6,14,0,3
st_marys,12,6,4,4,0
metrocare,12,6,13,2,5
govt_hospital,12,6,18,3,19
city_general,13,6,22,3,8
st_marys,13,6,28,6,-1
metrocare,13,6,29,6,9
govt_hospital,13,6,22,5,9
city_general,14,6,18,7,3
st_marys,14,6,10,0,2
metrocare,14,6,10,3,0
govt_hospital,14,6,30,0,6
city_general,15,6,1,0,0
st_marys,15,6,6,0,10
metrocare,15,6,13,3,9
govt_hospital,15,6,12,2,9
city_general,16,6,27,3,6
st_marys,16,6,17,1,5
metrocare,16,6,30,8,7
govt_hospital,16,6,22,5,7
city_general,17,6,48,8,10
st_marys,17,6,34,3,5
metrocare,17,6,53,9,6
govt_hospital,17,6,55,8,10
city_general,18,6,40,6,18
st_marys,18,6,50,8,7
metrocare,18,6,63,4,12
govt_hospital,18,6,40,7,4
city_general,19,6,36,6,10
st_marys,19,6,47,9,9
metrocare,19,6,56,14,14
govt_hospital,19,6,55,6,8
city_general,20,6,39,3,7
st_marys,20,6,54,7,6
metrocare,20,6,46,12,3
govt_hospital,20,6,64,12,9
city_general,21,6,9,0,0
st_marys,21,6,1,1,-2
metrocare,21,6,9,2,6
govt_hospital,21,6,4,1,7
city_general,22,6,9,0,5
st_marys,22,6,26,2,3
metrocare,22,6,15,3,5
govt_hospital,22,6,1,1,8
city_general,23,6,5,0,9
st_marys,23,6,16,1,12
metrocare,23,6,16,4,13
govt_hospital,23,6,7,0,6
city_general,0,0,18,0,16
st_marys,0,0,27,6,12
metrocare,0,0,44,4,13
govt_hospital,0,0,25,7,10
city_general,1,0,15,0,0
st_marys,1,0,22,0,6
metrocare,1,0,8,1,-2
govt_hospital,1,0,11,3,4
city_general,2,0,14,5,6
st_marys,2,0,12,3,15
metrocare,2,0,8,0,7
govt_hospital,2,0,24,1,14
city_general,3,0,28,4,5
st_marys,3,0,12,2,8
metrocare,3,0,14,0,6
govt_hospital,3,0,36,9,11
city_general,4,0,13,6,0
st_marys,4,0,1,0,8
metrocare,4,0,21,5,5
govt_hospital,4,0,24,3,3
city_general,5,0,35,8,3
st_marys,5,0,12,0,9
metrocare,5,0,28,2,5
govt_hospital,5,0,25,1,7
city_general,6,0,31,7,10
st_marys,6,0,23,0,9
metrocare,6,0,22,6,6
govt_hospital,6,0,21,2,1
city_general,7,0,38,2,8
st_marys,7,0,23,3,16
metrocare,7,0,19,1,6
govt_hospital,7,0,2,4,11
city_general,8,0,56,7,12
st_marys,8,0,65,10,11
metrocare,8,0,67,11,7
govt_hospital,8,0,44,4,13
city_general,9,0,63,13,12
st_marys,9,0,64,6,8
metrocare,9,0,54,7,13
govt_hospital,9,0,54,10,4
city_general,10,0,49,5,6
st_marys,10,0,83,14,14
metrocare,10,0,66,9,14
govt_hospital,10,0,73,7,5
city_general,11,0,73,9,9
st_marys,11,0,56,11,9
metrocare,11,0,62,4,13
govt_hospital,11,0,71,8,15
city_general,12,0,1,0,7
st_marys,12,0,22,5,12
metrocare,12,0,28,9,6
govt_hospital,12,0,20,5,11
city_general,13,0,15,0,3
st_marys,13,0,16,0,8
metrocare,13,0,18,1,5
govt_hospital,13,0,32,2,12
city_general,14,0,1,1,7
st_marys,14,0,22,1,5
metrocare,14,0,15,4,6
govt_hospital,14,0,1,0,3
city_general,15,0,20,0,2
st_marys,15,0,18,6,6
metrocare,15,0,22,7,12
govt_hospital,15,0,28,5,2
city_general,16,0,19,0,4
st_marys,16,0,16,4,6
metrocare,16,0,14,0,5
govt_hospital,16,0,25,3,3
city_general,17,0,52,9,10
st_marys,17,0,80,11,10
metrocare,17,0,60,13,11
govt_hospital,17,0,81,8,15
city_general,18,0,90,15,20
st_marys,18,0,79,12,14
metrocare,18,0,63,6,8
govt_hospital,18,0,68,8,17
city_general,19,0,56,6,7
st_marys,19,0,43,8,8
metrocare,19,0,59,10,13
govt_hospital,19,0,79,12,10
city_general,20,0,81,12,8
st_marys,20,0,76,8,13
metrocare,20,0,81,11,15
govt_hospital,20,0,63,9,19
city_general,21,0,29,4,12
st_marys,21,0,20,5,10
metrocare,21,0,20,1,8
govt_hospital,21,0,20,9,4
city_general,22,0,7,4,8
st_marys,22,0,1,2,5
metrocare,22,0,23,6,6
govt_hospital,22,0,28,0,9
city_general,23,0,41,8,9
st_marys,23,0,25,0,8
metrocare,23,0,25,5,7
govt_hospital,23,0,18,0,3
city_general,0,1,12,0,10
st_marys,0,1,42,6,8
metrocare,0,1,39,12,14
govt_hospital,0,1,7,0,6
city_general,1,1,1,0,4
st_marys,1,1,18,5,0
metrocare,1,1,45,9,11
govt_hospital,1,1,19,1,8
city_general,2,1,16,0,12
st_marys,2,1,9,1,7
metrocare,2,1,21,0,1
govt_hospital,2,1,5,0,4
city_general,3,1,29,0,5
st_marys,3,1,3,4,10
metrocare,3,1,1,0,2
govt_hospital,3,1,17,4,5
city_general,4,1,2,1,8
st_marys,4,1,5,0,0
metrocare,4,1,16,2,2
govt_hospital,4,1,29,4,7
city_general,5,1,17,1,11
st_marys,5,1,14,0,5
metrocare,5,1,16,6,4
govt_hospital,5,1,42,2,8
city_general,6,1,11,5,5
st_marys,6,1,19,4,8
metrocare,6,1,17,4,14
govt_hospital,6,1,18,5,5
city_general,7,1,14,7,5
st_marys,7,1,16,6,0
metrocare,7,1,20,3,4
govt_hospital,7,1,29,4,0
city_general,8,1,61,6,21
st_marys,8,1,72,9,15
metrocare,8,1,35,0,5
govt_hospital,8,1,47,13,4
city_general,9,1,63,12,13
st_marys,9,1,44,14,10
metrocare,9,1,51,14,7
govt_hospital,9,1,54,8,17
city_general,10,1,41,15,1
st_marys,10,1,54,7,11
metrocare,10,1,37,7,7
govt_hospital,10,1,53,8,9
city_general,11,1,65,8,11
st_marys,11,1,76,6,14
metrocare,11,1,43,9,1
govt_hospital,11,1,54,8,21
city_general,12,1,11,2,4
st_marys,12,1,22,2,1
metrocare,12,1,1,0,12
govt_hospital,12,1,26,4,5
city_general,13,1,12,3,6
st_marys,13,1,15,0,9
metrocare,13,1,23,1,11
govt_hospital,13,1,14,5,2
city_general,14,1,15,0,6
st_marys,14,1,13,3,6
metrocare,14,1,7,0,4
govt_hospital,14,1,28,4,17
city_general,15,1,31,6,5
st_marys,15,1,14,2,2
metrocare,15,1,29,8,11
govt_hospital,15,1,25,7,6
city_general,16,1,19,0,6
st_marys,16,1,10,1,10
metrocare,16,1,12,0,-4
govt_hospital,16,1,14,0,8
city_general,17,1,46,3,13
st_marys,17,1,90,15,9
metrocare,17,1,68,7,14
govt_hospital,17,1,68,9,14
city_general,18,1,53,11,2
st_marys,18,1,88,12,23
metrocare,18,1,71,9,19
govt_hospital,18,1,84,15,9
city_general,19,1,68,12,6
st_marys,19,1,88,16,16
metrocare,19,1,71,14,16
govt_hospital,19,1,81,13,18
city_general,20,1,71,1,13
st_marys,20,1,50,5,12
metrocare,20,1,61,7,7
govt_hospital,20,1,57,9,5
city_general,21,1,36,8,6
st_marys,21,1,16,0,5
metrocare,21,1,1,3,4
govt_hospital,21,1,19,8,6
city_general,22,1,13,3,10
st_marys,22,1,21,6,2
metrocare,22,1,27,0,6
govt_hospital,22,1,5,0,11
city_general,23,1,16,8,7
st_marys,23,1,4,0,3
metrocare,23,1,14,1,10
govt_hospital,23,1,22,5,2
city_general,0,2,12,3,12
st_marys,0,2,28,8,1
metrocare,0,2,2,0,17
govt_hospital,0,2,28,0,2
city_general,1,2,27,9,7
st_marys,1,2,15,4,10
metrocare,1,2,23,4,7
govt_hospital,1,2,28,0,8
city_general,2,2,6,0,1
st_marys,2,2,20,7,7
metrocare,2,2,12,4,13
govt_hospital,2,2,11,0,8
city_general,3,2,17,0,3
st_marys,3,2,34,0,7
metrocare,3,2,25,6,6
govt_hospital,3,2,12,1,3
city_general,4,2,27,4,10
st_marys,4,2,11,6,3
metrocare,4,2,32,6,3
govt_hospital,4,2,32,0,8
city_general,5,2,23,5,1
st_marys,5,2,23,1,7
metrocare,5,2,23,4,0
govt_hospital,5,2,17,0,11
city_general,6,2,16,2,14
st_marys,6,2,18,3,5
metrocare,6,2,32,3,4
govt_hospital,6,2,9,0,0
city_general,7,2,17,4,1
st_marys,7,2,31,2,11
metrocare,7,2,29,3,4
govt_hospital,7,2,11,6,0
city_general,8,2,77,11,16
st_marys,8,2,66,14,17
metrocare,8,2,55,12,7
govt_hospital,8,2,55,8,11
city_general,9,2,56,7,10
st_marys,9,2,56,5,10
metrocare,9,2,45,9,13
govt_hospital,9,2,53,9,20
city_general,10,2,45,7,5
st_marys,10,2,58,3,13
metrocare,10,2,57,1,14
govt_hospital,10,2,49,5,12
city_general,11,2,60,6,13
st_marys,11,2,64,14,12
metrocare,11,2,50,10,13
govt_hospital,11,2,71,10,8
city_general,12,2,6,0,5
st_marys,12,2,16,8,10
metrocare,12,2,21,0,8
govt_hospital,12,2,9,3,8
city_general,13,2,29,3,9
st_marys,13,2,7,0,5
metrocare,13,2,19,3,13
govt_hospital,13,2,17,0,5
city_general,14,2,21,5,1
st_marys,14,2,22,0,11
metrocare,14,2,19,0,5
govt_hospital,14,2,26,0,8
city_general,15,2,13,1,5
st_marys,15,2,37,6,11
metrocare,15,2,9,2,12
govt_hospital,15,2,38,10,10
city_general,16,2,35,4,5
st_marys,16,2,14,7,7
metrocare,16,2,32,6,9
govt_hospital,16,2,9,0,7
city_general,17,2,86,15,17
st_marys,17,2,84,11,19
metrocare,17,2,59,11,18
govt_hospital,17,2,63,8,12
city_general,18,2,76,13,7
st_marys,18,2,72,12,12
metrocare,18,2,73,15,11
govt_hospital,18,2,80,12,14
city_general,19,2,87,13,16
st_marys,19,2,69,8,10
metrocare,19,2,75,20,10
govt_hospital,19,2,90,11,12
city_general,20,2,62,8,13
st_marys,20,2,61,5,13
metrocare,20,2,96,15,16
govt_hospital,20,2,63,10,18
city_general,21,2,12,1,4
st_marys,21,2,25,8,3
metrocare,21,2,6,2,7
govt_hospital,21,2,4,1,4
city_general,22,2,27,0,0
st_marys,22,2,31,3,11
metrocare,22,2,18,7,11
govt_hospital,22,2,19,5,9
city_general,23,2,23,0,4
st_marys,23,2,19,1,2
metrocare,23,2,13,2,8
govt_hospital,23,2,29,3,4
city_general,0,3,1,2,2
st_marys,0,3,12,5,5
metrocare,0,3,1,0,9
govt_hospital,0,3,20,5,9
city_general,1,3,11,5,0
st_marys,1,3,34,5,3
metrocare,1,3,29,1,4
govt_hospital,1,3,33,8,8
city_general,2,3,14,0,14
st_marys,2,3,6,2,2
metrocare,2,3,20,9,4
govt_hospital,2,3,10,0,9
city_general,3,3,22,0,12
st_marys,3,3,18,6,7
metrocare,3,3,23,5,8
govt_hospital,3,3,9,2,3
city_general,4,3,3,7,5
st_marys,4,3,11,2,6
metrocare,4,3,10,0,9
govt_hospital,4,3,37,1,9
city_general,5,3,28,1,14
st_marys,5,3,21,5,13
metrocare,5,3,28,0,6
govt_hospital,5,3,12,0,6
city_general,6,3,12,0,3
st_marys,6,3,5,0,0
metrocare,6,3,20,1,0
govt_hospital,6,3,21,6,20
city_general,7,3,9,0,7
st_marys,7,3,18,0,2
metrocare,7,3,5,0,4
govt_hospital,7,3,40,2,12
city_general,8,3,79,13,7
st_marys,8,3,49,2,10
metrocare,8,3,56,0,4
govt_hospital,8,3,67,6,16
city_general,9,3,60,11,4
st_marys,9,3,47,7,18
metrocare,9,3,61,7,10
govt_hospital,9,3,41,6,8
city_general,10,3,61,8,15
st_marys,10,3,58,4,11
metrocare,10,3,49,7,3
govt_hospital,10,3,51,7,9
city_general,11,3,62,9,8
st_marys,11,3,61,5,8
metrocare,11,3,58,13,8
govt_hospital,11,3,61,8,15
city_general,12,3,7,0,6
st_marys,12,3,1,5,7
metrocare,12,3,17,3,12
govt_hospital,12,3,24,3,12
city_general,13,3,9,0,6
st_marys,13,3,24,6,9
metrocare,13,3,16,5,9
govt_hospital,13,3,19,5,7
city_general,14,3,3,0,-4
st_marys,14,3,17,2,11
metrocare,14,3,25,2,0
govt_hospital,14,3,19,5,4
city_general,15,3,21,0,8
st_marys,15,3,15,8,3
metrocare,15,3,15,6,11
govt_hospital,15,3,23,6,2
city_general,16,3,19,7,3
st_marys,16,3,26,4,4
metrocare,16,3,17,3,10
govt_hospital,16,3,18,2,12
city_general,17,3,63,8,15
st_marys,17,3,60,4,13
metrocare,17,3,94,12,14
govt_hospital,17,3,81,10,10
city_general,18,3,68,10,12
st_marys,18,3,74,10,15
metrocare,18,3,65,15,8
govt_hospital,18,3,75,10,12
city_general,19,3,57,8,12
st_marys,19,3,83,7,20
metrocare,19,3,64,9,9
govt_hospital,19,3,69,8,17
city_general,20,3,64,6,13
st_marys,20,3,67,11,9
metrocare,20,3,68,11,15
govt_hospital,20,3,74,12,11
city_general,21,3,13,2,5
st_marys,21,3,17,1,15
metrocare,21,3,13,0,7
govt_hospital,21,3,29,6,11
city_general,22,3,25,4,3
st_marys,22,3,6,0,0
metrocare,22,3,33,3,8
govt_hospital,22,3,35,8,1
city_general,23,3,12,1,7
st_marys,23,3,24,10,5
metrocare,23,3,22,2,7
govt_hospital,23,3,22,3,5
city_general,0,4,27,5,0
st_marys,0,4,26,3,9
metrocare,0,4,20,3,5
govt_hospital,0,4,8,4,1
city_general,1,4,37,3,8
st_marys,1,4,24,1,7
metrocare,1,4,16,0,6
govt_hospital,1,4,14,4,2
city_general,2,4,41,6,12
st_marys,2,4,28,1,9
metrocare,2,4,20,1,10
govt_hospital,2,4,15,0,13
city_general,3,4,20,1,-1
st_marys,3,4,24,10,3
metrocare,3,4,13,2,7
govt_hospital,3,4,14,4,14
city_general,4,4,10,1,0
st_marys,4,4,19,3,9
metrocare,4,4,16,1,9
govt_hospital,4,4,18,1,9
city_general,5,4,1,1,3
st_marys,5,4,40,7,11
metrocare,5,4,8,0,0
govt_hospital,5,4,26,3,4
city_general,6,4,11,0,5
st_marys,6,4,8,0,10
metrocare,6,4,54,9,6
govt_hospital,6,4,16,1,14
city_general,7,4,22,2,-1
st_marys,7,4,14,0,7
metrocare,7,4,1,5,3
govt_hospital,7,4,27,4,6
city_general,8,4,53,4,9
st_marys,8,4,57,7,10
metrocare,8,4,66,12,25
govt_hospital,8,4,71,8,9
city_general,9,4,69,6,18
st_marys,9,4,58,8,3
metrocare,9,4,59,10,15
govt_hospital,9,4,55,6,1
city_general,10,4,88,6,13
st_marys,10,4,43,6,10
metrocare,10,4,62,8,6
govt_hospital,10,4,63,9,7
city_general,11,4,43,6,5
st_marys,11,4,55,5,14
metrocare,11,4,41,2,2
govt_hospital,11,4,55,5,5
city_general,12,4,14,1,10
st_marys,12,4,9,2,7
metrocare,12,4,26,10,11
govt_hospital,12,4,17,5,9
city_general,13,4,30,4,9
st_marys,13,4,26,8,10
metrocare,13,4,22,4,5
govt_hospital,13,4,28,0,0
city_general,14,4,10,1,4
st_marys,14,4,21,0,0
metrocare,14,4,14,1,7
govt_hospital,14,4,29,2,5
city_general,15,4,16,1,14
st_marys,15,4,12,1,5
metrocare,15,4,15,1,9
govt_hospital,15,4,15,0,4
city_general,16,4,28,1,8
st_marys,16,4,22,0,4
metrocare,16,4,36,8,3
govt_hospital,16,4,10,0,6
city_general,17,4,64,1,7
st_marys,17,4,62,4,22
metrocare,17,4,74,12,5
govt_hospital,17,4,78,1,16
city_general,18,4,42,0,7
st_marys,18,4,75,13,1
metrocare,18,4,66,8,9
govt_hospital,18,4,58,5,5
city_general,19,4,62,6,4
st_marys,19,4,49,10,6
metrocare,19,4,59,6,14
govt_hospital,19,4,73,13,6
city_general,20,4,64,12,8
st_marys,20,4,56,9,7
metrocare,20,4,90,13,11
govt_hospital,20,4,82,11,14
city_general,21,4,26,6,6
st_marys,21,4,43,2,4
metrocare,21,4,1,0,4
govt_hospital,21,4,14,0,9
city_general,22,4,44,7,12
st_marys,22,4,39,12,7
metrocare,22,4,31,2,8
govt_hospital,22,4,23,1,9
city_general,23,4,4,0,4
st_marys,23,4,6,1,4
metrocare,23,4,17,4,8
govt_hospital,23,4,27,3,4
city_general,0,5,12,6,0
st_marys,0,5,30,4,6
metrocare,0,5,22,5,9
govt_hospital,0,5,7,0,12
